APPLICATION_ID,APPL_ID_LINK,PROJECT_TITLE,PROJECT_ABSTRACT,APPLICATION_TYPE,FULL_PROJECT_NUM,OPPORTUNITY NUMBER,IC_NAME,Topic_20,Topic_15,Topic_10,Topic_5
10767636,https:/reporter.nih.gov/search/mJ-Sr2kuz0e18KACyA1lag/project-details/10767636#similar-Projects,Single Cell Analysis Core,"A central goal of this P01 program project is the comprehensive interrogation of how cellular senescence affects the gene expression, phenotype, and function of diverse cell populations in various tissues following infection or vaccination. As traditional single-cell omics omits critical phenotypic and spatial information, the Single-Cell Analysis core will provide with innovative approaches to accurately identify immune cell populations and their functionality in their spatial context. This will be achieved by providing a consistent and validated pipeline of multiple high-throughput omics approaches including, single-cell RNA sequencing, cellular indexing of transcriptomes and epitopes by sequencing, cytometry by time of flight, spatial transcriptomics, and mass imaging. Interpretation of these data and their integration between the individual Projects will require a consistent experimental design and sample acquisition, as well as a significant effort of bioinformaticians with expertise in the biology of aging, immunology, and single-cell analysis. The Specific Aims of the Single-cell Analysis Core are: 1) Provide a quality-controlled platform and custom reagents for the single-cell and spatial genomics assessment of senescent cells; 2) Provide bioinformatics and statistical analyses of single-cell and spatial omics datasets; and 3) Develop a database to warehouse, integrate, and share datasets.",1,1P01AI172501-01A1,PAR-22-225,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,11,8,2,0
10800767,https:/reporter.nih.gov/search/BAf2lym9vkuOQDhTLK2-kQ/project-details/10800767#similar-Projects,PET Detection of CCR2 in Human Atherosclerosis,"A central modern tenet of atherosclerosis is that inflammation is a key driver of the process, and likely provides at least a partial explanation for the excess CVD risk observed even after optimal treatment of traditional risk factors. There is a critical unmet need for imaging tools that accurately risk stratify atherosclerotic patients based on their inflammatory phenotype and identify those where a given therapy is indicated and then monitor its effect. The monocyte chemoattractant protein-1 / C-C chemokine receptor type 2 (MCP-1/CCR2) axis is of particular interest due to its central role in recruitment of pro-inflammatory monocytes which through their conversion of pro-inflammatory macrophages are crucial for early atherosclerotic lesion formation and its progression. We have developed a copper-64 radiolabeled extracellular loop 1 inverso (extracellular loop 1 inverso) peptide PET radiotracer that targets CCR2 ([64Cu]DOTA-extracellular loop 1 inverso). We have shown this radiotracer provides sensitive and specific detection of CCR2 receptor expression in a human monocytic cell line and ex-vivo human peripheral arterial atherosclerotic plaque and tracks disease progression and treatment response in pre-clinical atherosclerotic models. Moreover, we have initial human subject PET data to suggest [64Cu]DOTA-extracellular loop 1 inverso noninvasively detects atherosclerotic lesions. Our objective is to perform the initial evaluation of the imaging performance of [64Cu]DOTA-extracellular loop 1 inverso in humans with peripheral carotid and femoral arterial atherosclerosis and obtain key biological information that is foundational for the design of future studies to assess its capability for diagnosis, prognosis assignment and evaluation of new therapies. To achieve this objective we will address, in parallel, the following Aims: Aim 1. Evaluate the performance of [64Cu]DOTA-extracellular loop 1 inverso PET/MR to detect CCR2+ monocytes and macrophages in atherosclerotic plaques from patients undergoing carotid or femoral endarterectomy (CEA and FEA): In Aim 1A we will evaluate the imaging characteristics of [64Cu]DOTA-extracellular loop 1 inverso in normal volunteers (Group 1) and in patients undergoing CEA (Group 2) or FEA (Group 3). Imaging performance will be determined by correlation with standard MR readouts of plaque presence, size and stage and with ex-vivo tissue measurements of CCR2 content/expression and inflammation determined by autoradiography and molecular profiling assays. As an exploratory Aim we will assess the relationship between hematopoiesis and atherosclerotic plaque progression. In Aim 1B we will determine the reproducibility of this approach in patients with carotid and femoral artery atherosclerotic occlusive disease managed non-operatively. Aim 2. Determine in ex-vivo human atherosclerotic CEA and FEA plaque samples the relationship between [64Cu]DOTA-extracellular loop 1 inverso binding, CCR2+ cellular expression, immune cell composition, cytokine expression and plaque complexity. Atheromas are often heterogeneous with areas of variable intraplaque calcification, hemorrhage, and inflammation. We will define lesion types with variable [64Cu]DOTA-extracellular loop 1 inverso signal and characterize their cellular and molecular composition using autoradiography, multiplex immunohistochemistry and spatial transcriptomics. As an exploratory analysis, we will correlate findings from Aims 1A and 2A with known co-morbidities and risk factors for peripheral arterial atherosclerosis to determine if there are specific patient populations that are more likely to have higher or lower CCR2 plaque content. Successful completion of the proposed research will permit delineation of the importance of CCR2 expression in human atherosclerosis, particularly involving sites that are relatively understudied such as peripheral arterial disease. These results will lay the foundation for larger seminal multi-center studies to assess our imaging approach to noninvasively detect CCR2 expressing cells in human atherosclerosis.",5,5R01HL150891-05,PA-19-056,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",14,8,7,1
10874702,https:/reporter.nih.gov/search/wYZcsTobiUeaqGQT6Oa2XQ/project-details/10874702#similar-Projects,Coevolution and Functional Interactions in the Non-Coding Genome,"A central problem in biology is to understand how genomic variation affects genome function to influence phenotypes. Key challenges and opportunities lie in linking genomic variants to phenotypes, human health, and disease. Because it is not feasible to experimentally probe all genomic variants of interest in all contexts, improved computational methods to accurately predict the impact of unknown genomic variants are necessary. The aim of this research proposal is to gain mechanistic understanding of functional genomic interactions and ultimately to develop computational approaches to model and predict relationships among variation, functional elements, genome function, and phenotype. Two recently acquired key assets will be used to infer distal functional interactions among DNA elements: i) 3D genomics data and ii) multiple genome alignments. Highresolution contact mapping experiments (Hi-C and similar methods) have shown that the structural ensembles of chromosomes are fluid and yet specific to cell type and phase of life1. These ensembles of partially organized structures bring sections of DNA separated by great genomic distance into close spatial proximity and play an important role in controlling gene transcription 2,3. By measuring the frequency of physical contacts among DNA elements, DNA-DNA proximity ligation assays offer insight into the existence of functional interactions among the same elements, even when the nature of the interaction is unknown. In the last few years, there has been an explosion of activity directed toward assembling the genomes of many species 35-37. Hundreds of newly assembled end-to-end genomes constitute a dataset of transformative importance in studying the general operating principles of genomes across the tree of life using evolutionary information. This proposal aims to combine data from proximity ligation assays and coevolutionary information extracted from multiple genome alignments to infer the network of functional interactions among DNA elements. The computational approach will be based on Direct Coupling Analysis 29-32 (Direct Coupling Analysis 29-32) and other machine learning methods. The PI has previously employed Direct Coupling Analysis 29-32 to study genome architecture 33 as well as in other contexts 34, and has already made important contributions to the field of 3D genomics.",5,5R35GM146852-03,PAR-20-117,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,8,2,0
10770413,https:/reporter.nih.gov/search/jeu6xpyJ60mQMNKOdnmCXQ/project-details/10770413#similar-Projects,Ovarian Cancer Detection with Bloodand Imaging-Based Biomarkers,"A central problem in ovarian cancer is late diagnosis, which causes the 5-year survival rate to plummet below 50%. Ovarian cancer symptoms are vague and nonspecific, and current screening is generally not effective. Because ovarian cancer is so deadly, risk-reducing salpingo-oophorectomy (risk-reducing salpingo-oophorectomy) is often recommended for women at high risk; however, risk-reducing salpingo-oophorectomy has fertility and health consequences. It is now believed that ovarian high-grade serous carcinoma (high-grade serous carcinoma) may begin in the fallopian tubes (fallopian tubes) as serous tubal intraepithelial carcinoma (serous tubal intraepithelial carcinoma), and that precancerous changes are detectable before metastasis to the ovary and peritoneal cavity occurs. Our preliminary data indicate that there are significant changes in serum protein biomarkers in high-grade serous carcinoma cases 12-84 months prior to diagnosis. Further, we have also shown that changes occur in multispectral fluorescence image markers of normal and cancerous ovaries and fallopian tubes, and that we can build a thin falloposcope suitable for traversing the uterus and FT for imaging and cell collection. We will address the unmet clinical need for a minimally invasive test for serous tubal intraepithelial carcinoma and early (stage I/II) ovarian cancer. Currently, no methods enable the detection of ovarian high-grade serous carcinoma with a lead time of more than 12 months. Overall, our work will meet the need to detect aggressive cancers at the earliest possible stage. Our initial target population is women at high risk for ovarian cancer who wish to delay or avoid risk-reducing salpingo-oophorectomy. We will combine blood screening for protein markers with a minimally invasive falloposcopy for optical imaging and FT cell collection. Our procedure will be tested in a study of women at high risk undergoing bilateral salpingooophorectomy with hysterectomy, which will enable us to obtain and compare test results to gold standard histology. The specific aims are to: 1) Develop and validate biomarkers that detect serous tubal intraepithelial carcinoma and early epithelial ovarian cancer. We will improve upon our existing cut-off based algorithm with newly-discovered markers as well develop a velocity-based biomarker algorithm. The algorithm that detects disease 12-84 months prior to diagnosis will be confirmed in an independent, blinded set of clinical blood samples. 2) Develop endoscopic imaging and pathomics markers. We will improve our prototype falloposcope system with higher resolution multispectral imaging and improved cell collection ability. We will develop imaging and karyometric markers from the FT images and the cells collected, and perform a pilot in vivo study. 3) Develop an actionable clinical strategy for early detection of epithelial ovarian cancer. A study will be performed in women at high risk who are planning a risk-reducing salpingo-oophorectomy. Those who test positive from our blood test developed in Specific Aim 1 will have their tissue undergo a falloposcopy. Imaging and pathomics data will be used to develop a classifier, which will be compared to gold standard histology findings of normal FT, serous tubal intraepithelial carcinoma, or occult high-grade serous carcinoma.",5,5R01CA260399-03,PAR-19-264,NATIONAL CANCER INSTITUTE,17,0,4,4
10840844,https:/reporter.nih.gov/search/gKOqq2Ne0ESx-39X__ApoA/project-details/10840844#similar-Projects,Correction of Neurological Disease via Allele Specific Excision of Pathogenic Repeats,"A central promise of genome editing is its potential to treat monogenic disease. Despite early-stage clinical progress for CRISPR-Cas based approaches, monogenic neurodegenerative conditions and nucleotide triplet expansion disorders have not been a focus of any biotechnology company in this space. Our proposal brings together a team of academic investigators to develop a synergistic suite of first-in-class CRISPR-Cas based therapeutics for Huntington's disease (Huntington's disease) and C9ORF72 amyotrophic lateral sclerosis (amyotrophic lateral sclerosis). We will engineer and deploy an editing approach that excises, with IND-grade potency and mutant allele-selectivity, the diseasecausing expansion repeat from human HTT and C9ORF72 loci, respectively. Our strategy is based on identifying alleles of commonly heterozygous SNPs that reside on the same haplotype as the disease-causing repeat expansion, and then engineering CRISPR-Cas9 for high selectivity of cleavage, on one or both sides of the mutant allele repeat, to drive its excision, with two tiers of delivery innovation. Our trailblazer Project 1, RP1 (Research Project 1, RP1) will develop an Huntington's disease therapeutic by packaging mutant HTT-specific CRISPR-Cas9 into a newly developed serotype of adeno-associated virus (adeno-associated virus) with robust and broad biodistribution in the brain parenchyma of nonhuman primates (nonhuman primates). We will implement an innovative strategy in which the CRISPR-Cas9 cassette temporally limits its own expression. We will identify and advance the preclinical lead composition through IND-enabling studies leveraging 3 dedicated Resource Cores to (i) assess molecular outcomes at the genetic level, (ii) administer reagents to animals and observe their behavior, and (iii) assess molecular and histological outcomes from cells and animal tissues. An Administrative Core led by experienced developers of genome editing-based therapeutics, will provide Project 1, RP1-management support and lead on preparation of regulatory submissions, aiming to file an Huntington's disease IND by program end. In RP2, we will apply the adeno-associated virus-based excision approach to build a cognate experimental therapeutic for C9ORF72-driven amyotrophic lateral sclerosis. Synergies with RP1 include CMC innovation to manufacture novel adeno-associated virus, re-use of the self-regulating CRISPR-Cas cassette and virus harboring it, and regulatory feedback on IND-enabling pharmacology, toxicology, and biodistribution studies. We will advance RP2 through pre-IND. For RP3, we will establish a first-in-class, transformative paradigm for in vivo genome editing therapy by reformulating the preclinical lead CRISPR-Cas9 combination used in RP1 into a highly innovative ""Cas9 RNP monoparticle"" in which amphiphilic peptides deliver the gene editor to neurons upon injection. We will develop approaches for monoparticle manufacture to enable ex vivo and in vivo efficacy studies in Huntington's disease models. Extensive synergies with RP1 Project 1, RP1 and comprehensive support by the RCs will enable us to advance this approach to pre-IND by program end. The sum total of this effort will establish a fundamentally new paradigm for in vivo genome editing applicable to all nucleotide repeat expansion disorders, and advance preclinical lead formulations for one disease, Huntington's disease, to IND, and another such disease, C9ORF amyotrophic lateral sclerosis, to pre-IND.",5,5U19NS132303-02,RFA-RM-22-015,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,11,8,2,0
10900768,https:/reporter.nih.gov/search/CEQQL1Acd06pGcWe60DkKQ/project-details/10900768#similar-Projects,Molecular mechanisms underlying microbial modulation of host behavior,"A central question in behavioral biology is how environmental and genetic factors shape behavioral traits, allowing for substantial individuality. Homeostatic behaviors like feeding and food preferences are prime examples of genetic predispositions interacting with the food environment to produce diverse feeding habits. However, these programs are further modified by host-associated microbes, suggesting the overall systems controlling behavioral phenotype is far more complex than first anticipated. The critical questions that remain to be addressed are: to what extent do host-microbe interactions contribute to individual differences in behavior? Specifically, how does gene regulation of behavior operate in the context of host-microbe symbiosis? Implicit in this question is the hypothesis that perturbation of host-microbe symbiosis results in aberrant behavioral outcomes in certain individuals or populations, a topic fundamental to human health yet unsolved. The goal of my research program is to define how behaviors are shaped by host-microbe interactions. My lab studies foraging and food choice behaviors in the fly Drosophila melanogaster, using a gnotobiotic system I developed that permits precise configuration of the fly microbiome. I hypothesize that feeding behavior and food preferences are the product of host genetics-microbiome interactions, which determine, in part, an individual's long-term health. Our recent data show that foraging and diet selection preferences vary by the microbiome, and altering the microbiome triggers transcriptional changes in specific cell clusters within the fly brain, involving genes predicted to affect behavior. In this five-year plan, I will leverage fly genetics and stateof-the-art genomics and metabolomics tools to identify the gene regulatory networks and mechanisms underlying microbial modulation of host behavior. Expected outcomes include comprehensive gut endocrine signaling and inter-organ communication maps at single-cell transcriptome scale and metabolite-gene interactions networks. The causal effects of microbiome-responsive genes, neuropeptides, and metabolites on host feeding behavior and food preferences will be revealed. Since we know little about how the interplay of host genetics and microbiome contribute to complex behavior, my research has the potential to advance fundamental knowledge in behavioral genetics but also to identify genes or processes that may function similarly in Drosophila and mammals as targets to treat behavioral disorders, such as eating disorders and obesity.",5,5R35GM147651-03,PAR-20-117,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,3,9,1,3
10792891,https:/reporter.nih.gov/search/6W_0cj_cEkmjGY9RUDRooA/project-details/10792891#similar-Projects,Assembly of the Central Olfactory Networks in Drosophila,"A central question in neurobiology is how individual neurons precisely connect with each other to form functional circuits during development. Understanding the mechanisms of neural circuit assembly may provide insights into the etiology of human brain disorders. The fruit fly olfactory circuit has been an excellent model to investigate the mechanisms by which wiring specificity of neural circuits arises during development. In this circuit, axons of 50 types of olfactory receptor neurons (olfactory receptor neurons) match precisely with dendrites of 50 corresponding types of second-order olfactory projection neurons (projection neurons), forming 50 discrete glomeruli in the antennal lobe. This allows olfactory information to be faithfully delivered from peripheral sensory organs to higher brain centers, enabling innate and learned olfactory behavior. Thanks to the continual support of this grant since 2003, our studies have made the Drosophila antennal lobe one of the best-understood circuits in the molecular, cellular, and developmental underpinnings of wiring specificity. During the last grant cycle, we made three key advances: 1) we determined single-cell transcriptomes of projection neurons and olfactory receptor neurons across development, which have produced differentially expressed genes as candidate wiring molecules and cell-type-specific drivers for labelling and genetically manipulating individual PN and ORN types; 2) we developed a cell-surface proteomic profiling method that allowed us to identify new wiring molecules; 3) we established an explant culture that recapitulates wiring specificity in vivo, allowing us to examine the dynamic process of circuit assembly in wild-type and mutants using time-lapse imaging. In this proposal, we will take advantage of these advances to further investigate the cellular and molecular mechanisms by which the olfactory circuit is assembled and wiring specificity is achieved. Specifically, we will utilize new genetic tools and time-lapse imaging to determine the cellular events that lead to PN dendrite patterning, segregation, and ORN-PN synaptic partner matching. We will investigate the mechanisms by which cell surface receptor teneurins work with putative ligands and downstream signaling molecules to instruct synaptic partner matching. We will also identify additional instructive wiring molecules and study their mechanisms of actions using data from single-cell transcriptomes and in vivo assays that can distinguish attraction vs. repulsion in ligand-receptor interactions.",5,5R01DC005982-22,PA-20-185,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,0,1,5,1
10946397,https:/reporter.nih.gov/search/YsPw1AxzTkSoMaVmAQsW6A/project-details/10946397#similar-Projects,Glycan regulation of fetomaternal tolerance,"A central question in reproductive immunology is how the fetus and placenta avoid being rejected by the maternal immune system. Despite the substantial progress made on this question in recent years, many key knowledge gaps remain. These gaps not only prevent us from leveraging underlying mechanisms to induce antigen-specific immune tolerance in the clinical arena, but also limit investigation into the pathogenesis of intrauterine growth restriction, spontaneous abortion, preeclampsia, and preterm labor, i.e., pregnancy complications that may all involve aberrant activation of the maternal immune system to placental antigens. Recently, our laboratory has described key roles for B cell-mediated antigen presentation and antigen glycosylation in suppressing immune responses to placental antigens in mice. Specifically, we found that a surrogate model antigen expressed by trophoblasts (t-mOVA) is presented to maternal CD4 T cells exclusively by antigen-specific B cells, and that these B cells are suppressed through the actions of t-mOVA's heavily sialylated N-linked glycans, thus in turn suppressing the CD4 T cells. This major new line of investigation raises immediate questions that we address in this proposal. Specifically, Aim 1 will use both mouse (t-mOVA) and human models to evaluate the hypothesis that glycan-specific IgM natural antibodies bind to antigens shed from the placenta, activating complement and thus causing the antigens to accumulate on follicular dendritic cells in the spleen. This accumulation in turn allows the antigens' glycans to suppress antigen-specific B cells. Substantiation of this pathway would suggest new ways to conceptualize the pathogenesis of human pregnancy complications such as preeclampsia that are linked to increased antibody and complement deposition on trophoblast membranes. Aim 2 then seeks to the determine the features of trophoblast glycans that impart them with immunosuppressive properties, which, together with Aim 1, would inform how best to harness trophoblast glycobiology for therapeutic purposes. It will employ a variety of techniques including mass spectrometry to define the structures of t-mOVA's glycans, and will fingerprint the glycans that decorate human syncytiotrophoblast brush border membrane proteins bathed in maternal blood. Lastly, Aim 3 will address the behavior of the tissue resident memory T cells that populate the decidua. These cells are positioned to defend against congenital infection but also pose potential direct threats to fetal survival. Using mouse models, it will determine the responsiveness of the cells to trophoblast antigens, as well as whether they are suppressed by trophoblast antigen-associated glycans, like B and T cells are systemically. Together, we expect this work to have a major impact on the field as it begins to connect the discovery that glycans play a central role in fetomaternal tolerance with other critical questions in reproductive immunology and obstetrics. The work will also further a second long-term goal of the fetomaternal tolerance field, namely, to foster application of underlying mechanisms to immune tolerance induction in the clinical arena.",1,1R01AI184482-01,RFA-AI-23-027,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,1,3,3,2
10835061,https:/reporter.nih.gov/search/310Hi_ZrxUWpHor1NMyHiQ/project-details/10835061#similar-Projects,Functional evolution of segmentation gene regulatory networks in insects,"A central question in the field of Evo-Devo is how genes controlling embryonic development change during evolution. Many recent advances in Evo-Devo have identified genetic changes that are associated with the acquisition of, or changes in, external body features, such as alterations in pigmentation patterns or development of body armor. In contrast, our studies are novel in this field as they have revealed unexpected genetic variation underlying a highly conserved trait: the shared segmented body plan of insects. The genes controlling segmentation encode transcription factors that are required for embryonic development and viability. The cohort of genes responsible for segment formation include pair-rule genes (pair-rule genes) identified in the model insect Drosophila. Mutations in Drosophila pair-rule genes result in lethality accompanied by loss of alternate segmental regions. Thus, it was surprising to find differences in the presence, expression, or function of pair-rule genes in different insect taxa. The work proposed here is designed to understand the mechanistic basis for this genetic variation, which we have observed in different insect lineages. To carry out functional studies, we have developed molecular genetic approaches in diverse insect species in our lab. The establishment of multiple non-model systems simultaneously within one lab has synergistic effects due to sharing of protocols and troubleshooting strategies, allowing us to develop new techniques more effectively in different species. With these tools in hand, we will examine the underlying bases of specific scenarios of genetic variation: In Aim 1, we will ask how PR-patterning is achieved without canonical pair-rule genes in the milkweed bug Oncopeltus where we have found novel utilization of pair-rule genes compared to Drosophila. Aim 2 will explore the evolutionary trajectory of the Oncopeltus PRG network across insect groups. Aim 3 will decipher mechanisms underlying loss of an essential PRG in both mosquitoes and butterflies. These studies will contribute to our understanding of fundamental mechanisms regulating embryonic development and how these mechanisms have changed during the radiation of insects. This project will train postdoctoral fellows, graduate students, and at least five undergraduate students in molecular biology, genetics, and molecular evolution. Establishment of molecular techniques in non-model and emerging model insect species, including expression analysis, RNA interference, CRISPR/Cas9, FAIRE-seq, and transgenesis, not only allows us to answer fundamental questions about embryonic development, but also provides molecular tools for translational studies of insects that pose a risk to human health.",5,5R01GM113230-10,PA-20-185,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,10,2,0
10939650,https:/reporter.nih.gov/search/3tx_gfNrDU-Dba2CtcbwAA/project-details/10939650#similar-Projects,Modeling non-additive genetic mechanisms for complex traits,"A central question in the genetics of complex traits is understanding how variation in DNA sequences leads to variation in phenotype. Recent technological advances in high-throughput phenotyping assays for model organisms and the establishment of large human biobanks and consortium databases have provided opportunities to study the genotype-phenotype maps for complex traits in unprecedented detail. However, it remains a major challenge to model and interpret these data due to the intrinsic high dimensionality of the genotype space and the many ways in which causal genes can interact. My research program is focused on developing new theoretical frameworks and interpretable computational tools to analyze large genotypephenotype datasets with the goal of  accurately predicting phenotypes for novel genotypes and  providing biological insights into the genetic architecture of complex traits by identifying key genes, gene interactions, and pathways. The primary focus for my lab in the next five years is to develop new Bayesian and machine learning methods capable of modeling the full spectrum of genetic interactions including pairwise as well as higher-order epistasis. Specifically, we are combining rigorous mathematical modeling with modern machine learning techniques to develop a suite of scalable, principled methods to achieve accurate phenotypic prediction and accelerate the discovery of novel genetic mechanisms. While proof-of-concept versions of many of the proposed methods display state-ofthe-art performance, substantial work remains to scale the methods to larger genotype-phenotype datasets, test model performance on a wide range of complex traits and organisms, and interpret the results to gain biological insights. In the coming years, we plan to build these methods into an integrated framework for analyzing complex genetic interactions, which will include computational pipelines for fitting accurate phenotypic prediction models, identifying gene interactions and pathways for experimental validation, and quantification of estimation uncertainty. We will also prioritize the development of user-friendly, GPU-accelerated software packages for all methods. Important applications of the proposed research directions include predicting disease risks in humans, elucidating the genetic mechanisms for economically and clinically important traits, and designing improved plant and animal breeding programs. The computational tools developed here will be broadly useful to geneticists, evolutionary, and clinical biologists.",1,1R35GM154908-01,PAR-23-145,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,8,7,0
10827443,https:/reporter.nih.gov/search/ydNYLaxtmUe1hqt-XO3XTQ/project-details/10827443#similar-Projects,Regulation of cell cycle transitions by cyclin-dependent kinase in trypanosomes,"A central question in the study of cell cycle regulation is, how the cell cycle transitions are controlled to allow the transition to the next cell cycle stage at a right time? Such control mechanisms are critical for maintaining genome integrity because premature transition from one stage to the next stage of the cell cycle can lead to aneuploidy and, hence, cell death. Four major cell cycle transition points, the G1/S transition, the G2/M transition, the metaphase/anaphase transition, and the mitosis/cytokinesis transition, are under stringent control, but how they are regulated at the molecular level in T. brucei, a protozoan parasite and the causative agent of human sleeping sickness, remains poorly understood. Cyclin-dependent kinases (Cyclin-dependent kinases) are key regulators of the cell cycle transitions in eukaryotes, and T. brucei employs the CDK-related kinase CRK1 to control the G1/S transition, CRK2 to promote S-phase progression, and CRK3 to govern the G2/M transition. The roles of CRK1 in controlling the nuclear events in promoting the G1/S transition and the role of CRK2 in regulating S-phase progression have been recently revealed by us. However, the molecular mechanisms underlying the G2/M transition and the metaphase/anaphase transition are still elusive. Further, it is generally accepted that T. brucei lacks several cell cycle checkpoints, including the spindle assembly checkpoint, and it is unclear how T. brucei recognizes the genomic errors occurred during the cell cycle and prevents erroneous genome duplication and premature genome segregation. Our recent discovery of a novel DNA damageinduced metaphase checkpoint suggests a kinetochore-based checkpoint machinery in T. brucei, but the underlying mechanism remains largely unknown. The current proposal aims to understand the control of the G2/M transition by CRK3-mediated regulation of the chromosomal passenger complex, the control of metaphase/anaphase transition by CRK3-mediated regulation of kinetochore proteins, and the mechanism of the metaphase checkpoint mediated by KKIP5 and its associated proteins. The outcomes from these investigations not only will have important biological significance, but also could provide novel targets for antitrypanosomiasis chemotherapy.",5,5R01AI118736-08,PA-20-185,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,10,10,2,0
10813189,https:/reporter.nih.gov/search/LVkOisreM0ukuo8rxbfUXA/project-details/10813189#similar-Projects,Estrogenic regulation of systemic vocal fold dehydration,"A central role of estrogen is regulating hydration balance in the body. Decreases in body (systemic) hydration, cause systemic vocal fold dehydration. Systemic vocal fold dehydration alters the biology of the tissue. Nevertheless, the importance of estrogens in regulating these biological changes of systemic vocal fold dehydration remain unknown. We address this important clinical and theoretical issue by investigating the transcriptome, proteome, tissue morphology, and ultrasonic vocalization outcomes in a study design that carefully manipulates hormonal state and hydration state. We will also examine the effects of estrogen on the vascular geometry and blood flow to the larynx following the interaction of systemic dehydration with altered hormonal states. We use the rat animal model for these studies since this model allows for robust and rigorous control of hydration and hormonal levels. Because estrogen is important irrespective of biological sex, both male and female rats will be included. To examine the effects of hormonal loss and replacement, we will measure outcomes when reproductive organs have been surgically removed (ovariectomized and orchiectomized rats) and when estrogen replacement with estradiol is delivered. Systemic dehydration will be induced by a translational paradigm of water restriction for 5 days. Animals with free access to water will serve as controls for dehydration. Across 16 animal groups, our first goal is to quantify the effects of hormonal loss on the molecular and histologic signatures of vocal fold dehydration and the influence of estradiol replacement on these signatures. Because hormone receptors are differentially located across vocal fold mucosa and muscle, and these tissue layers have distinct cellular organization and biomechanical properties, the vocal fold mucosa and muscle are examined separately. Our second goal is to investigate the interaction of hormonal status and dehydration on ultrasonic vocalizations. Our third goal is to examine the influence of hormonal status and dehydration on vascular geometry, blood flow, and the physiologic consequences of these changes. By combining molecular, histological, and functional studies, and mechanistic investigations of hemodynamic modifications, this comprehensive proposal seeks to shed fundamental insight into the effects of estrogens on vocal fold dehydration biology. These data are needed to drive clinical recommendations pertaining to vocal fold physiology under conditions of altered hydration and hormonal states.",5,5R01DC020179-03,PA-20-185,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,0,1,5,0
10875578,https:/reporter.nih.gov/search/UkRqquY290GN9gf25FdZog/project-details/10875578#similar-Projects,Vibrational Spectroscopic Imaging to Unveil Hidden Signatures in Living Systems,"A central theme of research in the Cheng group is focused on basic understanding of how biomolecules and/or molecular assemblies function in space and time to drive life. For example, how does the membrane respond to the action potential in neurons? How is the metabolism remodelled during cell development or cancer progression? What happens to the chemistry inside a microorganism when exposed to a drug treatment? Answering these questions has broad implications for diagnosing and treating conditions ranging from infectious diseases to metastatic cancers. Towards this mission, Cheng and his team invent and apply highly sensitive chemical imaging technologies that are able to unveil hidden signatures in various living systems. The eventual goal is to enable molecule-based precision diagnosis and/or treatment of human diseases. The Cheng team further harnesses and manipulates the unique properties of photons to modulate the behaviour of cells. Two focused projects are photolysis of chromophores to eradicate drug-resistant bacteria and optoacoustic modulation of neural tissues at ultrahigh spatial precision. Overall, with integrated expertise in engineering, physics, chemistry, biology, medicine and entrepreneurship, the research team is devoted to three integrated thrusts:  Inventing label-free optical modulation and spectroscopic imaging technologies and pushing their physical limits;  Discovering molecular signatures that define cellular state and functions;  Converting labelfree technologies and biological discoveries into molecule-based precision diagnosis and treatments. During the past 5 years (2013 to 2018), research by Cheng and co-workers has pushed the boundary of vibrational spectroscopic imaging in terms of speed, spectral bandwidth, imaging depth, and detection sensitivity (for a review, Science, 2015, 350: aaa8870). In parallel, via collaborations, Cheng and co-workers discovered significant metabolic signatures defining cancer aggressiveness (Cell Metabolism 2014), cancer cell stemness (Cell Stem Cell 2017), and antimicrobial resistance (Anal Chem 2017), as well as a spectroscopic indicator of membrane voltage in neurons (JPC Lett 2017). The overarching goal of this MIRA proposal is to further push the boundary of nonlinear vibrational spectroscopic imaging platforms in order to unveil the signatures that underlie initiation or progression of human diseases by ""watching the orchestra of molecules"" in real space and time inside a living system. Cheng and co-workers will pursue this goal by advancing the capability of two complimentary vibrational imaging platforms, namely multiplex stimulated Raman scattering microscopy and infrared photothermal microscopy both invented in the Cheng lab, to reach single-molecule detection sensitivity, 100-nm spatial resolution, volumetric mapping at high speed, and deep-tissue penetration. As a focused application, the team will deploy the developed technologies to advance the basic understanding of how a biological cell reprograms its metabolism during development in vivo or in response to a stress.",5,5R35GM136223-05,PAR-17-094,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,8,2,0
